stat_time_day,platform,cpc,spend,cpm,clicks,ctr,cost_per_conversion,conversion_rate,conversion,impressions,shopping,shopping_sigla
2026-01-05 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-05 00:00:00,ANDROID,0.0,0.0,0.0,1,12.5,0.0,0.0,0,8,Nacoes Shopping,NS
2026-01-06 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,Nacoes Shopping,NS
2026-01-08 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-09 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-10 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-11 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-12 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-13 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-14 00:00:00,ANDROID,0.0,6.17,1.32,0,0.0,0.0,0.0,0,4674,Nacoes Shopping,NS
2026-01-14 00:00:00,IPHONE,0.0,5.8,1.23,0,0.0,0.0,0.0,0,4733,Nacoes Shopping,NS
2026-01-14 00:00:00,IPAD,0.0,0.01,1.67,0,0.0,0.0,0.0,0,6,Nacoes Shopping,NS
2026-01-15 00:00:00,ANDROID,0.0,18.24,1.53,0,0.0,0.0,0.0,0,11922,Nacoes Shopping,NS
2026-01-15 00:00:00,IPHONE,0.0,16.4,1.72,0,0.0,0.0,0.0,0,9556,Nacoes Shopping,NS
2026-01-15 00:00:00,IPAD,0.0,0.01,0.63,0,0.0,0.0,0.0,0,16,Nacoes Shopping,NS
2026-01-16 00:00:00,ANDROID,0.0,19.97,1.74,0,0.0,0.0,0.0,0,11472,Nacoes Shopping,NS
2026-01-16 00:00:00,IPHONE,0.0,13.68,1.54,0,0.0,0.0,0.0,0,8908,Nacoes Shopping,NS
2026-01-16 00:00:00,IPAD,0.0,0.01,1.43,0,0.0,0.0,0.0,0,7,Nacoes Shopping,NS
2026-01-17 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-17 00:00:00,ANDROID,0.0,20.1,1.72,0,0.0,0.0,0.0,0,11696,Nacoes Shopping,NS
2026-01-17 00:00:00,IPHONE,0.0,13.64,1.54,0,0.0,0.0,0.0,0,8843,Nacoes Shopping,NS
2026-01-17 00:00:00,IPAD,0.0,0.05,3.85,0,0.0,0.0,0.0,0,13,Nacoes Shopping,NS
2026-01-18 00:00:00,ANDROID,0.0,18.32,1.66,0,0.0,0.0,0.0,0,11042,Nacoes Shopping,NS
2026-01-18 00:00:00,IPHONE,0.0,15.11,1.64,0,0.0,0.0,0.0,0,9206,Nacoes Shopping,NS
2026-01-18 00:00:00,IPAD,0.0,0.03,1.76,0,0.0,0.0,0.0,0,17,Nacoes Shopping,NS
2026-01-19 00:00:00,ANDROID,0.0,16.14,1.81,0,0.0,0.0,0.0,0,8921,Nacoes Shopping,NS
2026-01-19 00:00:00,IPHONE,0.0,15.28,1.83,0,0.0,0.0,0.0,0,8355,Nacoes Shopping,NS
2026-01-19 00:00:00,IPAD,0.0,0.05,2.08,0,0.0,0.0,0.0,0,24,Nacoes Shopping,NS
2026-01-20 00:00:00,ANDROID,0.0,15.56,2.0,0,0.0,0.0,0.0,0,7775,Nacoes Shopping,NS
2026-01-20 00:00:00,IPHONE,0.0,14.95,2.03,0,0.0,0.0,0.0,0,7348,Nacoes Shopping,NS
2026-01-20 00:00:00,IPAD,0.0,0.08,4.71,0,0.0,0.0,0.0,0,17,Nacoes Shopping,NS
2026-01-21 00:00:00,ANDROID,0.0,18.6,1.88,0,0.0,0.0,0.0,0,9877,Nacoes Shopping,NS
2026-01-21 00:00:00,IPHONE,0.0,15.12,1.65,0,0.0,0.0,0.0,0,9151,Nacoes Shopping,NS
2026-01-21 00:00:00,IPAD,0.0,0.02,2.0,0,0.0,0.0,0.0,0,10,Nacoes Shopping,NS
2026-01-22 00:00:00,ANDROID,0.0,17.28,1.64,0,0.0,0.0,0.0,0,10560,Nacoes Shopping,NS
2026-01-22 00:00:00,IPHONE,0.0,14.19,1.57,0,0.0,0.0,0.0,0,9024,Nacoes Shopping,NS
2026-01-22 00:00:00,IPAD,0.0,0.02,2.22,0,0.0,0.0,0.0,0,9,Nacoes Shopping,NS
2026-01-23 00:00:00,ANDROID,0.0,16.7,1.69,0,0.0,0.0,0.0,0,9853,Nacoes Shopping,NS
2026-01-23 00:00:00,IPHONE,0.0,13.69,1.63,0,0.0,0.0,0.0,0,8407,Nacoes Shopping,NS
2026-01-23 00:00:00,IPAD,0.0,0.01,0.71,0,0.0,0.0,0.0,0,14,Nacoes Shopping,NS
2026-01-24 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-24 00:00:00,ANDROID,0.0,17.43,1.77,0,0.0,0.0,0.0,0,9865,Nacoes Shopping,NS
2026-01-24 00:00:00,IPHONE,0.0,13.32,1.7,0,0.0,0.0,0.0,0,7857,Nacoes Shopping,NS
2026-01-24 00:00:00,IPAD,0.0,0.02,2.22,0,0.0,0.0,0.0,0,9,Nacoes Shopping,NS
2026-01-25 00:00:00,ANDROID,0.0,16.27,1.6,0,0.0,0.0,0.0,0,10179,Nacoes Shopping,NS
2026-01-25 00:00:00,IPHONE,0.0,12.45,1.55,0,0.0,0.0,0.0,0,8053,Nacoes Shopping,NS
2026-01-25 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12,Nacoes Shopping,NS
2026-01-26 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-26 00:00:00,ANDROID,0.0,15.88,1.89,0,0.0,0.0,0.0,0,8398,Nacoes Shopping,NS
2026-01-26 00:00:00,IPHONE,0.0,12.57,2.0,0,0.0,0.0,0.0,0,6280,Nacoes Shopping,NS
2026-01-26 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10,Nacoes Shopping,NS
2026-01-27 00:00:00,ANDROID,0.0,13.76,1.78,0,0.0,0.0,0.0,0,7722,Nacoes Shopping,NS
2026-01-27 00:00:00,IPHONE,0.0,12.65,1.77,0,0.0,0.0,0.0,0,7141,Nacoes Shopping,NS
2026-01-27 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6,Nacoes Shopping,NS
2026-01-28 00:00:00,ANDROID,0.0,15.22,1.49,0,0.0,0.0,0.0,0,10218,Nacoes Shopping,NS
2026-01-28 00:00:00,IPHONE,0.0,14.92,1.61,0,0.0,0.0,0.0,0,9250,Nacoes Shopping,NS
2026-01-28 00:00:00,IPAD,0.0,0.04,2.67,0,0.0,0.0,0.0,0,15,Nacoes Shopping,NS
2026-01-29 00:00:00,ANDROID,0.0,28.6,1.64,0,0.0,0.0,0.0,0,17441,Nacoes Shopping,NS
2026-01-29 00:00:00,IPHONE,0.0,23.38,1.67,0,0.0,0.0,0.0,0,14003,Nacoes Shopping,NS
2026-01-29 00:00:00,IPAD,0.0,0.09,2.5,0,0.0,0.0,0.0,0,36,Nacoes Shopping,NS
2026-01-30 00:00:00,UNKNOWN,0.0,0.03,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-30 00:00:00,ANDROID,0.0,56.91,1.81,0,0.0,0.0,0.0,0,31409,Nacoes Shopping,NS
2026-01-30 00:00:00,IPHONE,0.0,40.21,1.92,0,0.0,0.0,0.0,0,20922,Nacoes Shopping,NS
2026-01-30 00:00:00,IPAD,0.0,0.13,2.65,0,0.0,0.0,0.0,0,49,Nacoes Shopping,NS
2026-01-31 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-01-31 00:00:00,ANDROID,0.0,54.7,1.9,0,0.0,0.0,0.0,0,28718,Nacoes Shopping,NS
2026-01-31 00:00:00,IPHONE,0.0,37.22,1.96,0,0.0,0.0,0.0,0,19005,Nacoes Shopping,NS
2026-01-31 00:00:00,IPAD,0.0,0.1,2.17,0,0.0,0.0,0.0,0,46,Nacoes Shopping,NS
2026-02-01 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-02-01 00:00:00,ANDROID,0.0,48.82,1.66,0,0.0,0.0,0.0,0,29436,Nacoes Shopping,NS
2026-02-01 00:00:00,IPHONE,0.0,35.87,1.73,0,0.0,0.0,0.0,0,20713,Nacoes Shopping,NS
2026-02-01 00:00:00,IPAD,0.0,0.1,2.17,0,0.0,0.0,0.0,0,46,Nacoes Shopping,NS
2026-02-02 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-02-02 00:00:00,ANDROID,0.0,40.78,1.76,0,0.0,0.0,0.0,0,23231,Nacoes Shopping,NS
2026-02-02 00:00:00,IPHONE,0.0,41.64,1.9,0,0.0,0.0,0.0,0,21951,Nacoes Shopping,NS
2026-02-02 00:00:00,IPAD,0.0,0.11,1.53,0,0.0,0.0,0.0,0,72,Nacoes Shopping,NS
2026-02-03 00:00:00,ANDROID,0.0,37.97,1.94,0,0.0,0.0,0.0,0,19553,Nacoes Shopping,NS
2026-02-03 00:00:00,IPHONE,0.0,43.95,2.09,0,0.0,0.0,0.0,0,21042,Nacoes Shopping,NS
2026-02-03 00:00:00,IPAD,0.0,0.11,2.04,0,0.0,0.0,0.0,0,54,Nacoes Shopping,NS
2026-02-04 00:00:00,ANDROID,0.0,48.22,2.05,0,0.0,0.0,0.0,0,23513,Nacoes Shopping,NS
2026-02-04 00:00:00,IPHONE,0.0,33.38,2.12,0,0.0,0.0,0.0,0,15770,Nacoes Shopping,NS
2026-02-04 00:00:00,IPAD,0.0,0.09,1.73,0,0.0,0.0,0.0,0,52,Nacoes Shopping,NS
2026-02-05 00:00:00,ANDROID,0.0,44.8,1.91,0,0.0,0.0,0.0,0,23411,Nacoes Shopping,NS
2026-02-05 00:00:00,IPHONE,0.0,38.05,2.04,0,0.0,0.0,0.0,0,18629,Nacoes Shopping,NS
2026-02-05 00:00:00,IPAD,0.0,0.19,4.32,0,0.0,0.0,0.0,0,44,Nacoes Shopping,NS
2026-02-06 00:00:00,ANDROID,0.0,47.72,1.81,0,0.0,0.0,0.0,0,26405,Nacoes Shopping,NS
2026-02-06 00:00:00,IPHONE,0.0,31.51,1.83,0,0.0,0.0,0.0,0,17225,Nacoes Shopping,NS
2026-02-06 00:00:00,IPAD,0.0,0.09,1.7,0,0.0,0.0,0.0,0,53,Nacoes Shopping,NS
2026-02-07 00:00:00,ANDROID,0.0,37.49,1.87,0,0.0,0.0,0.0,0,20012,Nacoes Shopping,NS
2026-02-07 00:00:00,IPHONE,0.0,26.03,2.02,0,0.0,0.0,0.0,0,12886,Nacoes Shopping,NS
2026-02-07 00:00:00,IPAD,0.0,0.05,1.67,0,0.0,0.0,0.0,0,30,Nacoes Shopping,NS
2026-02-08 00:00:00,ANDROID,0.0,18.57,1.81,0,0.0,0.0,0.0,0,10281,Nacoes Shopping,NS
2026-02-08 00:00:00,IPHONE,0.0,12.85,1.93,0,0.0,0.0,0.0,0,6641,Nacoes Shopping,NS
2026-02-08 00:00:00,IPAD,0.0,0.01,0.5,0,0.0,0.0,0.0,0,20,Nacoes Shopping,NS
2026-02-09 00:00:00,ANDROID,0.0,10.78,1.99,0,0.0,0.0,0.0,0,5424,Nacoes Shopping,NS
2026-02-09 00:00:00,IPHONE,0.0,7.66,2.08,0,0.0,0.0,0.0,0,3675,Nacoes Shopping,NS
2026-02-09 00:00:00,IPAD,0.0,0.01,1.0,0,0.0,0.0,0.0,0,10,Nacoes Shopping,NS
2026-02-10 00:00:00,ANDROID,0.0,11.4,1.62,0,0.0,0.0,0.0,0,7027,Nacoes Shopping,NS
2026-02-10 00:00:00,IPHONE,0.0,8.17,1.68,0,0.0,0.0,0.0,0,4857,Nacoes Shopping,NS
2026-02-10 00:00:00,IPAD,0.0,0.01,0.63,0,0.0,0.0,0.0,0,16,Nacoes Shopping,NS
2026-02-11 00:00:00,ANDROID,0.0,10.28,1.47,0,0.0,0.0,0.0,0,7006,Nacoes Shopping,NS
2026-02-11 00:00:00,IPHONE,0.0,8.16,1.58,0,0.0,0.0,0.0,0,5174,Nacoes Shopping,NS
2026-02-11 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8,Nacoes Shopping,NS
2026-02-12 00:00:00,ANDROID,0.0,10.5,1.57,0,0.0,0.0,0.0,0,6697,Nacoes Shopping,NS
2026-02-12 00:00:00,IPHONE,0.0,7.5,1.64,0,0.0,0.0,0.0,0,4587,Nacoes Shopping,NS
2026-02-12 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,Nacoes Shopping,NS
2026-02-13 00:00:00,ANDROID,0.0,10.26,1.6,0,0.0,0.0,0.0,0,6408,Nacoes Shopping,NS
2026-02-13 00:00:00,IPHONE,0.0,7.86,1.86,0,0.0,0.0,0.0,0,4237,Nacoes Shopping,NS
2026-02-13 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6,Nacoes Shopping,NS
2026-02-14 00:00:00,ANDROID,0.0,10.62,1.63,0,0.0,0.0,0.0,0,6525,Nacoes Shopping,NS
2026-02-14 00:00:00,IPHONE,0.0,7.42,1.99,0,0.0,0.0,0.0,0,3733,Nacoes Shopping,NS
2026-02-14 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13,Nacoes Shopping,NS
2026-02-15 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-02-15 00:00:00,ANDROID,0.0,10.14,1.81,0,0.0,0.0,0.0,0,5594,Nacoes Shopping,NS
2026-02-15 00:00:00,IPHONE,0.0,6.74,2.0,0,0.0,0.0,0.0,0,3369,Nacoes Shopping,NS
2026-02-15 00:00:00,IPAD,0.0,0.01,2.0,0,0.0,0.0,0.0,0,5,Nacoes Shopping,NS
2026-02-16 00:00:00,ANDROID,0.0,9.34,1.84,0,0.0,0.0,0.0,0,5081,Nacoes Shopping,NS
2026-02-16 00:00:00,IPHONE,0.0,6.92,1.97,0,0.0,0.0,0.0,0,3509,Nacoes Shopping,NS
2026-02-16 00:00:00,IPAD,0.0,0.01,1.25,0,0.0,0.0,0.0,0,8,Nacoes Shopping,NS
2026-02-17 00:00:00,ANDROID,0.0,10.24,1.52,0,0.0,0.0,0.0,0,6731,Nacoes Shopping,NS
2026-02-17 00:00:00,IPHONE,0.0,6.98,1.46,0,0.0,0.0,0.0,0,4795,Nacoes Shopping,NS
2026-02-17 00:00:00,IPAD,0.0,0.02,2.5,0,0.0,0.0,0.0,0,8,Nacoes Shopping,NS
2026-02-18 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-02-18 00:00:00,ANDROID,0.0,9.09,1.37,0,0.0,0.0,0.0,0,6622,Nacoes Shopping,NS
2026-02-18 00:00:00,IPHONE,0.0,6.74,1.41,0,0.0,0.0,0.0,0,4782,Nacoes Shopping,NS
2026-02-18 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13,Nacoes Shopping,NS
2026-02-19 00:00:00,ANDROID,0.0,9.48,1.5,0,0.0,0.0,0.0,0,6323,Nacoes Shopping,NS
2026-02-19 00:00:00,IPHONE,0.0,6.05,1.58,0,0.0,0.0,0.0,0,3825,Nacoes Shopping,NS
2026-02-19 00:00:00,IPAD,0.0,0.01,0.91,0,0.0,0.0,0.0,0,11,Nacoes Shopping,NS
2026-02-20 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-02-20 00:00:00,ANDROID,0.0,9.02,1.64,0,0.0,0.0,0.0,0,5496,Nacoes Shopping,NS
2026-02-20 00:00:00,IPHONE,0.0,6.12,1.76,0,0.0,0.0,0.0,0,3483,Nacoes Shopping,NS
2026-02-20 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,Nacoes Shopping,NS
2026-02-21 00:00:00,ANDROID,0.0,8.39,1.64,0,0.0,0.0,0.0,0,5118,Nacoes Shopping,NS
2026-02-21 00:00:00,IPHONE,0.0,6.22,1.86,0,0.0,0.0,0.0,0,3350,Nacoes Shopping,NS
2026-02-21 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11,Nacoes Shopping,NS
2026-02-22 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-02-22 00:00:00,ANDROID,0.0,7.57,1.64,0,0.0,0.0,0.0,0,4615,Nacoes Shopping,NS
2026-02-22 00:00:00,IPHONE,0.0,5.67,1.84,0,0.0,0.0,0.0,0,3083,Nacoes Shopping,NS
2026-02-22 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,Nacoes Shopping,NS
2026-02-23 00:00:00,ANDROID,0.0,6.41,1.91,0,0.0,0.0,0.0,0,3357,Nacoes Shopping,NS
2026-02-23 00:00:00,IPHONE,0.0,5.63,2.46,0,0.0,0.0,0.0,0,2289,Nacoes Shopping,NS
2026-02-23 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,Nacoes Shopping,NS
2026-02-24 00:00:00,ANDROID,0.0,7.2,1.64,0,0.0,0.0,0.0,0,4397,Nacoes Shopping,NS
2026-02-24 00:00:00,IPHONE,0.0,4.17,1.69,0,0.0,0.0,0.0,0,2467,Nacoes Shopping,NS
2026-02-24 00:00:00,IPAD,0.0,0.01,2.0,0,0.0,0.0,0.0,0,5,Nacoes Shopping,NS
2026-02-25 00:00:00,ANDROID,0.0,2.26,1.69,0,0.0,0.0,0.0,0,1336,Nacoes Shopping,NS
2026-02-25 00:00:00,IPHONE,0.0,0.99,1.41,0,0.0,0.0,0.0,0,704,Nacoes Shopping,NS
2026-02-25 00:00:00,IPAD,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,Nacoes Shopping,NS
2026-02-27 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-02 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-03 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-04 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-05 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-06 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-09 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-12 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-22 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-03-28 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-04-01 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-04-02 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-04-09 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-04-30 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-04-30 00:00:00,ANDROID,0.05,31.32,2.62,626,5.24,0.0,0.0,0,11945,Nacoes Shopping,NS
2026-04-30 00:00:00,IPHONE,1.62,8.12,2.02,5,0.12,0.0,0.0,0,4015,Nacoes Shopping,NS
2026-04-30 00:00:00,IPAD,0.0,0.05,2.78,0,0.0,0.0,0.0,0,18,Nacoes Shopping,NS
2026-05-01 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-01 00:00:00,ANDROID,0.04,84.78,2.59,2241,6.84,0.0,0.0,0,32745,Nacoes Shopping,NS
2026-05-01 00:00:00,IPHONE,0.74,18.59,1.85,25,0.25,0.0,0.0,0,10030,Nacoes Shopping,NS
2026-05-01 00:00:00,IPAD,0.0,0.04,1.43,0,0.0,0.0,0.0,0,28,Nacoes Shopping,NS
2026-05-02 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-02 00:00:00,ANDROID,0.04,84.97,2.8,2186,7.21,0.0,0.0,0,30300,Nacoes Shopping,NS
2026-05-02 00:00:00,IPHONE,0.68,17.56,1.93,26,0.29,0.0,0.0,0,9116,Nacoes Shopping,NS
2026-05-02 00:00:00,IPAD,0.0,0.04,1.14,0,0.0,0.0,0.0,0,35,Nacoes Shopping,NS
2026-05-03 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-03 00:00:00,ANDROID,0.03,80.35,2.56,2688,8.56,0.0,0.0,0,31399,Nacoes Shopping,NS
2026-05-03 00:00:00,IPHONE,0.68,20.49,2.08,30,0.3,0.0,0.0,0,9872,Nacoes Shopping,NS
2026-05-03 00:00:00,IPAD,0.0,0.07,2.33,0,0.0,0.0,0.0,0,30,Nacoes Shopping,NS
2026-05-04 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-04 00:00:00,ANDROID,0.04,39.95,3.16,1002,7.92,0.0,0.0,0,12658,Nacoes Shopping,NS
2026-05-04 00:00:00,IPHONE,0.9,9.87,2.33,11,0.26,0.0,0.0,0,4243,Nacoes Shopping,NS
2026-05-04 00:00:00,IPAD,0.0,0.02,1.54,0,0.0,0.0,0.0,0,13,Nacoes Shopping,NS
2026-05-05 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-05 00:00:00,ANDROID,0.36,13.04,1.69,36,0.47,0.0,0.0,0,7703,Nacoes Shopping,NS
2026-05-05 00:00:00,IPHONE,1.41,8.44,2.0,6,0.14,0.0,0.0,0,4213,Nacoes Shopping,NS
2026-05-05 00:00:00,IPAD,0.0,0.03,1.3,0,0.0,0.0,0.0,0,23,Nacoes Shopping,NS
2026-05-06 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-06 00:00:00,ANDROID,0.06,67.51,2.84,1119,4.71,0.0,0.0,0,23747,Nacoes Shopping,NS
2026-05-06 00:00:00,IPHONE,0.83,22.31,2.3,27,0.28,0.0,0.0,0,9704,Nacoes Shopping,NS
2026-05-06 00:00:00,IPAD,0.0,0.14,3.04,0,0.0,0.0,0.0,0,46,Nacoes Shopping,NS
2026-05-07 00:00:00,UNKNOWN,0.0,0.01,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-07 00:00:00,ANDROID,0.04,104.66,3.19,2342,7.14,0.0,0.0,0,32823,Nacoes Shopping,NS
2026-05-07 00:00:00,IPHONE,0.69,24.08,2.4,35,0.35,0.0,0.0,0,10015,Nacoes Shopping,NS
2026-05-07 00:00:00,IPAD,0.06,0.06,1.62,1,2.7,0.0,0.0,0,37,Nacoes Shopping,NS
2026-05-08 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-08 00:00:00,ANDROID,0.04,94.7,3.12,2427,7.99,0.0,0.0,0,30368,Nacoes Shopping,NS
2026-05-08 00:00:00,IPHONE,0.89,22.37,2.39,25,0.27,0.0,0.0,0,9362,Nacoes Shopping,NS
2026-05-08 00:00:00,IPAD,0.0,0.09,2.81,0,0.0,0.0,0.0,0,32,Nacoes Shopping,NS
2026-05-09 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-09 00:00:00,ANDROID,0.04,90.74,3.15,2436,8.45,0.0,0.0,0,28812,Nacoes Shopping,NS
2026-05-09 00:00:00,IPHONE,1.38,17.99,2.25,13,0.16,0.0,0.0,0,8001,Nacoes Shopping,NS
2026-05-09 00:00:00,IPAD,0.0,0.06,2.5,0,0.0,0.0,0.0,0,24,Nacoes Shopping,NS
2026-05-10 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-10 00:00:00,ANDROID,0.04,80.46,2.86,2134,7.58,0.0,0.0,0,28157,Nacoes Shopping,NS
2026-05-10 00:00:00,IPHONE,0.94,16.88,2.22,18,0.24,0.0,0.0,0,7609,Nacoes Shopping,NS
2026-05-10 00:00:00,IPAD,0.0,0.02,1.18,0,0.0,0.0,0.0,0,17,Nacoes Shopping,NS
2026-05-11 00:00:00,UNKNOWN,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-11 00:00:00,ANDROID,0.04,31.91,2.96,719,6.67,0.0,0.0,0,10774,Nacoes Shopping,NS
2026-05-11 00:00:00,IPHONE,2.06,8.25,2.37,4,0.11,0.0,0.0,0,3485,Nacoes Shopping,NS
2026-05-11 00:00:00,IPAD,0.0,0.02,2.86,0,0.0,0.0,0.0,0,7,Nacoes Shopping,NS
2026-05-12 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-12 00:00:00,IPHONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-13 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-13 00:00:00,IPHONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-14 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-15 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-15 00:00:00,IPHONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-16 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-17 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
2026-05-18 00:00:00,ANDROID,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,Nacoes Shopping,NS
